35,3,6
41,5,6
40,3,6
36,5,6
34,5,6
42,5,6
32,5,6
28,5,6
70,5,6
50,1,6
27,2,6
92,5,6
60,4,6
55,5,6
48,5,6
54,5,6
48,5,6
36,5,6
27,5,6
37,5,6
96,5,6
45,5,6
40,5,6
26,5,6
29,5,6
32,5,6
51,5,6
55,5,6
74,5,6
38,5,6
61,5,6
28,5,6
30,5,6
94,4,6
34,5,6
60,5,6
48,5,6
48,5,6
49,5,6
89,5,6
51,5,6
56,5,6
32,5,6
34,5,6
90,5,6
97,5,6
61,5,6
75,5,6
29,5,6
31,5,6
52,5,6
26,5,6
66,5,6
40,5,6
27,5,6
28,5,6
59,5,6
58,5,6
54,5,6
79,5,6
32,5,6
66,5,6
57,5,6
35,5,6
32,4,6
75,5,6
27,4,6
97,5,6
27,5,6
39,5,6
62,5,6
51,4,6
41,4,6
45,5,6
37,5,6
32,5,6
27,5,6
40,5,6
33,5,6
66,5,6
37,4,6
77,4,6
43,5,6
68,5,6
27,5,6
94,5,6
54,5,6
42,4,6
89,5,6
91,5,6
38,5,6
49,4,6
28,3,6
53,5,6
98,5,6
46,5,6
63,5,6
29,5,6
75,5,6
50,5,6
27,5,6
50,5,6
55,5,6
31,5,6
39,5,6
33,3,6
31,3,6
47,5,6
40,5,6
76,5,6
40,4,6
56,5,6
44,5,6
43,5,6
28,5,6
52,4,6
45,4,6
71,4,6
29,2,6
32,5,6
53,4,6
32,1,6
27,5,6
50,5,6
38,2,6
50,5,6
60,5,6
29,5,6
33,4,6
37,5,6
90,5,6
33,5,6
53,4,6
37,5,6
29,4,6
47,5,6
29,4,6
90,5,6
60,5,6
91,5,6
33,4,6
36,3,6
30,5,6
28,5,6
72,5,6
66,4,6
34,5,6
31,5,6
30,5,6
41,5,6
80,5,6
60,4,6
36,4,6
84,5,6
46,5,6
30,5,6
35,5,6
31,5,6
85,5,6
29,5,6
34,5,6
81,5,6
48,5,6
43,5,6
74,5,6
86,5,6
28,5,5
90,5,6
81,5,6
81,5,6
76,5,6
87,5,6
75,4,6
61,5,6
34,5,6
53,4,6
35,5,6
36,5,6
36,5,6
59,5,6
61,5,6
30,2,6
29,4,6
51,5,6
99,5,6
97,5,6
83,5,6
90,5,6
71,5,6
28,4,6
32,5,6
69,3,6
63,5,6
26,4,6
26,4,6
63,4,6
27,5,6
31,5,6
34,5,6
88,5,6
44,5,6
46,5,6
28,5,6
98,5,6
76,5,6
69,4,6
42,5,6
40,5,6
61,5,6
29,5,6
40,4,6
31,4,6
69,5,6
67,5,6
27,5,6
77,5,6
29,4,6
97,5,6
33,5,6
36,2,6
66,4,6
58,5,6
57,5,6
61,5,6
33,5,6
84,5,6
69,5,6
44,5,6
39,5,6
30,5,6
52,5,6
32,5,6
40,5,6
41,5,6
89,5,6
37,5,6
61,5,6
99,5,6
43,5,6
51,4,6
64,5,6
40,5,6
77,5,6
28,5,6
38,5,6
81,5,6
53,4,6
64,5,6
28,5,6
36,5,6
63,5,6
56,5,6
30,5,6
67,5,6
44,5,6
60,5,6
47,5,6
46,5,6
81,5,6
51,5,6
38,5,6
27,5,6
57,5,6
48,5,6
46,5,6
57,5,6
84,5,6
29,5,6
28,5,6
77,5,6
36,5,6
27,5,6
28,5,6
35,5,6
50,5,6
83,5,6
36,5,6
89,5,6
42,4,6
48,5,6
60,2,6
42,5,6
31,5,6
99,5,6
36,5,6
74,5,6
47,5,6
52,5,6
43,4,6
33,5,6
31,5,6
33,3,6
35,5,6
61,5,6
33,1,6
43,5,6
59,4,6
26,5,6
44,5,6
32,5,6
35,5,6
45,5,6
42,5,6
26,4,6
49,4,6
67,5,6
31,5,6
87,5,6
35,5,6
38,5,6
34,5,6
27,5,6
28,5,6
26,5,6
40,5,6
56,5,6
88,5,6
39,5,6
37,4,6
65,5,6
54,4,6
29,5,6
63,4,6
44,5,6
35,5,6
52,5,6
29,5,5
75,5,6
32,5,6
26,5,6
38,5,6
56,5,6
27,5,6
74,5,6
64,5,6
65,5,6
44,5,6
65,5,6
33,5,6
48,5,6
92,5,6
43,5,6
37,5,6
33,5,6
75,5,6
37,4,6
26,5,5
45,5,6
28,4,6
42,4,6
61,5,6
82,5,6
27,5,6
29,5,6
27,3,6
49,4,6
74,5,6
96,4,6
49,5,6
37,5,5
36,5,6
34,5,6
26,5,6
41,5,6
35,5,6
56,5,6
34,5,6
43,5,6
56,5,6
75,5,6
28,5,6
49,5,6
74,5,6
99,5,6
85,5,6
65,5,6
67,5,6
82,5,6
71,5,6
75,5,6
98,5,6
51,5,6
74,5,6
53,5,6
80,5,6
36,5,6
26,5,6
39,5,6
59,5,6
35,5,6
40,5,6
70,5,6
35,5,6
35,5,6
32,5,6
29,5,6
41,5,6
28,5,6
48,5,6
42,5,6
31,5,6
32,5,6
48,5,6
60,4,6
54,5,6
37,5,6
52,5,6
34,5,6
32,5,6
36,5,6
45,5,6
36,5,6
48,5,6
30,5,6
68,5,6
88,5,6
38,4,6
59,5,6
39,5,6
60,5,6
44,5,6
82,5,6
31,5,6
61,5,6
48,5,6
37,5,6
35,5,6
34,5,6
69,5,6
